study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB4419	SAMEA2620947	ERS490142	ERX552333	ERR594362	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594362/ERR594362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594362/ERR594362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594362/ERR594362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594362/ERR594362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABKOSW_8_1_D11TTACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABKOSW_8_2_D11TTACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABKOSW_8_1_D11TTACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABKOSW_8_2_D11TTACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594362	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594362		
PRJEB4419	SAMEA2620094	ERS488929	ERX552359	ERR594363	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594363/ERR594363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594363/ERR594363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594363/ERR594363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594363/ERR594363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACFOSW_7_1_D11UHACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACFOSW_7_2_D11UHACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACFOSW_7_1_D11UHACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACFOSW_7_2_D11UHACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594363	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594363		
PRJEB4419	SAMEA2621151	ERS490452	ERX552365	ERR594364	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594364/ERR594364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594364/ERR594364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594364/ERR594364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594364/ERR594364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABQOSW_7_1_D11VRACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABQOSW_7_2_D11VRACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABQOSW_7_1_D11VRACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABQOSW_7_2_D11VRACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594364	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594364		
PRJEB4419	SAMEA2620078	ERS488892	ERX552327	ERR594365	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594365/ERR594365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594365/ERR594365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594365/ERR594365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594365/ERR594365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACEOSW_8_1_D11UHACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACEOSW_8_2_D11UHACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACEOSW_8_1_D11UHACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ACEOSW_8_2_D11UHACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594365	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594365		
PRJEB4419	SAMEA2620227	ERS489084	ERX552343	ERR594366	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594366/ERR594366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594366/ERR594366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594366/ERR594366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594366/ERR594366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594366	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594366		
PRJEB4419	SAMEA2620227	ERS489084	ERX552366	ERR594367	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594367/ERR594367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594367/ERR594367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594367/ERR594367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594367/ERR594367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_8_1_C084LACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_8_2_C084LACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_8_1_C084LACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_8_2_C084LACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594367	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594367		
PRJEB4419	SAMEA2619903	ERS488673	ERX552335	ERR594368	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594368/ERR594368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594368/ERR594368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594368/ERR594368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594368/ERR594368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_1_D11VRACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_2_D11VRACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_1_D11VRACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_2_D11VRACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594368	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594368		
PRJEB4419	SAMEA2619950	ERS488737	ERX552322	ERR594369	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594369/ERR594369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594369/ERR594369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594369/ERR594369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594369/ERR594369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABDOSW_1_1_C0UVLACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABDOSW_1_2_C0UVLACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABDOSW_1_1_C0UVLACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABDOSW_1_2_C0UVLACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594369	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594369		
PRJEB4419	SAMEA2619903	ERS488673	ERX552315	ERR594370	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594370/ERR594370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594370/ERR594370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594370/ERR594370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594370/ERR594370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_1_D11KBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_2_D11KBACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_1_D11KBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_ABCOSW_7_2_D11KBACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594370	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594370		
PRJEB4419	SAMEA2620227	ERS489084	ERX552317	ERR594371	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594371/ERR594371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594371/ERR594371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594371/ERR594371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594371/ERR594371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594371	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594371		
PRJEB4419	SAMEA2620227	ERS489084	ERX552318	ERR594372	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594372/ERR594372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594372/ERR594372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594372/ERR594372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594372/ERR594372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594372	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594372		
PRJEB4419	SAMEA2620227	ERS489084	ERX552341	ERR594373	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594373/ERR594373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594373/ERR594373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594373/ERR594373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594373/ERR594373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_1_D0745ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356219/fastq/APX_AAIOSW_4_2_D0745ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594373	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594373		
