study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB1788	SAMEA2622656	ERS492646	ERX552250	ERR594292	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594292/ERR594292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594292/ERR594292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594292/ERR594292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594292/ERR594292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACVIOSF_3_1_D1122ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACVIOSF_3_2_D1122ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACVIOSF_3_1_D1122ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACVIOSF_3_2_D1122ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594292	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594292		
PRJEB1788	SAMEA2622736	ERS492781	ERX552280	ERR594293	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594293/ERR594293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594293/ERR594293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594293/ERR594293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594293/ERR594293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADBIOSF_2_1_C0V08ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADBIOSF_2_2_C0V08ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADBIOSF_2_1_C0V08ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADBIOSF_2_2_C0V08ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594293	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594293		
PRJEB1788	SAMEA2621044	ERS490303	ERX552244	ERR594294	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594294/ERR594294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594294/ERR594294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594294/ERR594294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594294/ERR594294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACAIOSF_7_1_C06Y9ACXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACAIOSF_7_2_C06Y9ACXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACAIOSF_7_1_C06Y9ACXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACAIOSF_7_2_C06Y9ACXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594294	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594294		
PRJEB1788	SAMEA2620198	ERS489047	ERX552259	ERR594295	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594295/ERR594295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594295/ERR594295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594295/ERR594295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594295/ERR594295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABCIOSF_3_1_D074KACXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABCIOSF_3_2_D074KACXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABCIOSF_3_1_D074KACXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABCIOSF_3_2_D074KACXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594295	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594295		
PRJEB1788	SAMEA2622765	ERS492820	ERX552257	ERR594296	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADRIOSF_8_1_C0V08ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADRIOSF_8_2_C0V08ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADRIOSF_8_1_C0V08ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADRIOSF_8_2_C0V08ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594296	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594296		
PRJEB1788	SAMEA2621021	ERS490273	ERX552277	ERR594297	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594297/ERR594297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594297/ERR594297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594297/ERR594297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594297/ERR594297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABSIOSF_6_1_C077RACXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABSIOSF_6_2_C077RACXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABSIOSF_6_1_C077RACXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABSIOSF_6_2_C077RACXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594297	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594297		
PRJEB1788	SAMEA2621222	ERS490603	ERX552282	ERR594298	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACHIOSF_5_1_C0BW0ACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACHIOSF_5_2_C0BW0ACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACHIOSF_5_1_C0BW0ACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACHIOSF_5_2_C0BW0ACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594298	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594298		
PRJEB1788	SAMEA2621099	ERS490380	ERX552290	ERR594299	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594299/ERR594299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594299/ERR594299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594299/ERR594299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594299/ERR594299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACEIOSF_1_1_C077RACXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACEIOSF_1_2_C077RACXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACEIOSF_1_1_C077RACXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACEIOSF_1_2_C077RACXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594299	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594299		
PRJEB1788	SAMEA2622843	ERS492932	ERX552249	ERR594300	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_AEBIOSF_4_1_C0UVEACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_AEBIOSF_4_2_C0UVEACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_AEBIOSF_4_1_C0UVEACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_AEBIOSF_4_2_C0UVEACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594300	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594300		
PRJEB1788	SAMEA2622696	ERS492705	ERX552275	ERR594301	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADAIOSF_1_1_C0V08ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADAIOSF_1_2_C0V08ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADAIOSF_1_1_C0V08ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ADAIOSF_1_2_C0V08ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594301	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594301		
PRJEB1788	SAMEA2621003	ERS490238	ERX552301	ERR594302	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594302/ERR594302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594302/ERR594302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594302/ERR594302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594302/ERR594302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABTIOSF_4_1_C06Y9ACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABTIOSF_4_2_C06Y9ACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABTIOSF_4_1_C06Y9ACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ABTIOSF_4_2_C06Y9ACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594302	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594302		
PRJEB1788	SAMEA2621278	ERS490697	ERX552253	ERR594303	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594303/ERR594303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594303/ERR594303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594303/ERR594303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594303/ERR594303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACNIOSF_6_1_C08PCACXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACNIOSF_6_2_C08PCACXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACNIOSF_6_1_C08PCACXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA356/ERA356217/fastq/ANB_ACNIOSF_6_2_C08PCACXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594303	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594303		
